age,gender,province,urban_rural,household_income,parent_education,attendance,highest_grade,dropout
17,Female,Free State,Urban,6997.76,Secondary,Yes,8,0
18,Female,Western Cape,Rural,5483.77,None,Yes,11,0
17,Male,Limpopo,Rural,8786.97,Tertiary,Yes,4,0
16,Female,Northern Cape,Rural,8249.04,Tertiary,Yes,6,0
19,Female,Northern Cape,Rural,4750.14,Tertiary,Yes,6,0
13,Male,Eastern Cape,Urban,4569.04,None,Yes,5,0
12,Female,Gauteng,Rural,1704.34,Tertiary,Yes,1,0
13,Female,Gauteng,Urban,9222.26,Tertiary,Yes,11,0
14,Female,Eastern Cape,Rural,2984.78,Tertiary,Yes,7,0
13,Female,Mpumalanga,Rural,8015.9,None,Yes,10,0
13,Female,Northern Cape,Rural,10369.91,Secondary,Yes,8,0
16,Male,Mpumalanga,Urban,8832.22,Tertiary,Yes,1,0
16,Female,Free State,Rural,,,,10,0
16,Female,Free State,Urban,11635.25,Secondary,No,6,1
17,Male,KwaZulu-Natal,Urban,6368.11,Tertiary,Yes,4,0
14,Male,Gauteng,Rural,2663.36,Secondary,Yes,6,0
19,Male,KwaZulu-Natal,Urban,6865.09,Secondary,Yes,9,0
19,Female,Limpopo,Rural,10347.19,Secondary,Yes,5,0
16,Male,Eastern Cape,Urban,5302.34,Tertiary,No,8,1
12,Female,Eastern Cape,Urban,,,,5,1
17,Female,Free State,Rural,4918.7,Secondary,Yes,2,0
15,Male,Northern Cape,Urban,5463.15,Secondary,Yes,4,0
12,Male,Mpumalanga,Urban,,,,2,0
18,Female,Gauteng,Rural,10734.84,Secondary,Yes,7,0
18,Male,KwaZulu-Natal,Urban,7787.03,Tertiary,Yes,7,0
12,Female,Mpumalanga,Rural,4080.95,Tertiary,Yes,3,0
16,Male,KwaZulu-Natal,Urban,6415.16,None,Yes,7,0
15,Male,Limpopo,Rural,0.0,Secondary,Yes,1,0
15,Male,Limpopo,Rural,11111.89,None,Yes,1,0
17,Female,Mpumalanga,Rural,7317.01,Primary,Yes,9,0
15,Male,Mpumalanga,Urban,0.0,Secondary,Yes,6,0
18,Female,Mpumalanga,Rural,2173.27,Tertiary,Yes,5,0
14,Female,KwaZulu-Natal,Rural,6313.62,Tertiary,Yes,6,0
16,Female,Western Cape,Rural,2743.32,Primary,Yes,6,0
15,Female,Mpumalanga,Urban,11173.4,None,Yes,1,0
17,Male,Northern Cape,Rural,9674.29,Secondary,Yes,5,0
18,Female,Gauteng,Rural,9438.14,Secondary,Yes,9,0
14,Female,Gauteng,Urban,0.0,Primary,No,2,1
13,Male,KwaZulu-Natal,Urban,,,,3,0
13,Female,Mpumalanga,Rural,5209.53,Tertiary,Yes,1,0
14,Male,Free State,Urban,,,,2,0
18,Female,Eastern Cape,Rural,6339.3,Tertiary,No,2,0
17,Male,Western Cape,Rural,,,,4,0
14,Female,Northern Cape,Rural,8860.88,Secondary,Yes,7,0
16,Male,Free State,Urban,-5000.0,Secondary,Yes,6,0
16,Female,Limpopo,Urban,10721.53,Primary,Yes,11,0
13,Female,Free State,Rural,7448.35,Tertiary,Yes,8,0
15,Male,KwaZulu-Natal,Urban,1000000.0,Secondary,Yes,9,0
17,Male,Western Cape,Rural,12559.9,Secondary,Yes,6,0
13,Male,North West,Urban,,,,7,0
15,Male,North West,Urban,6070.91,None,Yes,4,0
15,Female,Mpumalanga,Urban,13352.11,Primary,No,4,1
19,Female,Mpumalanga,Urban,12030.32,Secondary,Yes,9,0
16,Male,KwaZulu-Natal,Rural,2358.29,Secondary,Yes,9,0
18,Female,Mpumalanga,Urban,12343.29,Primary,Yes,4,0
5,Male,Eastern Cape,Urban,7382.51,Secondary,No,8,1
18,Male,Western Cape,Urban,4556.35,Secondary,Yes,10,0
12,Female,KwaZulu-Natal,Urban,83.18,Secondary,Yes,11,0
14,Female,Gauteng,Urban,-5000.0,Secondary,Yes,6,0
16,Female,Limpopo,Rural,7951.09,Tertiary,Yes,3,0
15,Female,KwaZulu-Natal,Urban,14349.31,Secondary,Yes,1,0
17,Female,KwaZulu-Natal,Urban,-5000.0,Secondary,Yes,4,0
12,Female,North West,Urban,5668.45,Primary,Yes,1,0
18,Female,Northern Cape,Rural,9557.37,Primary,No,1,0
15,Male,Northern Cape,Urban,11305.0,None,Yes,3,0
12,Male,Eastern Cape,Urban,8343.83,Secondary,Yes,8,0
12,Male,Gauteng,Rural,5651.38,Primary,No,9,1
19,Male,North West,Urban,5871.31,Primary,No,1,0
12,Male,Gauteng,Urban,9541.89,Secondary,Yes,4,0
17,Female,Eastern Cape,Urban,9651.92,Primary,No,6,1
16,Male,Northern Cape,Rural,6828.18,Primary,Yes,9,0
17,Male,KwaZulu-Natal,Urban,,,,7,0
13,Male,Mpumalanga,Rural,2837.91,Secondary,No,8,1
15,Male,Mpumalanga,Rural,10478.76,Primary,Yes,3,0
16,Male,Free State,Urban,0.0,Secondary,Yes,4,0
19,Male,Limpopo,Urban,12736.72,Secondary,Yes,4,0
16,Male,Eastern Cape,Urban,12144.63,Secondary,Yes,10,0
16,Female,Limpopo,Rural,,,,8,0
18,Female,Limpopo,Urban,10391.72,Tertiary,Yes,10,0
16,Male,Northern Cape,Urban,10115.1,None,No,3,1
19,Female,Northern Cape,Urban,7532.51,Primary,Yes,6,0
17,Female,KwaZulu-Natal,Rural,2504.44,Primary,Yes,3,0
16,Female,North West,Urban,11869.09,Primary,No,8,1
14,Female,Northern Cape,Rural,13628.92,Primary,Yes,9,0
15,Male,Mpumalanga,Urban,3165.64,Primary,Yes,10,0
16,Female,Limpopo,Urban,2354.98,Secondary,Yes,8,0
15,Female,Free State,Urban,7452.81,Secondary,Yes,9,0
14,Female,Western Cape,Urban,5495.1,Primary,Yes,5,0
14,Male,Eastern Cape,Urban,8579.8,Secondary,Yes,3,0
15,Male,Free State,Urban,12831.98,Primary,Yes,4,0
12,Male,Mpumalanga,Rural,-5000.0,Primary,Yes,5,0
13,Male,Northern Cape,Rural,14325.09,Secondary,Yes,9,0
18,Male,North West,Rural,6373.33,None,Yes,9,0
12,Male,KwaZulu-Natal,Urban,10047.12,None,Yes,3,0
12,Male,Western Cape,Urban,10474.9,Secondary,Yes,7,0
17,Female,Gauteng,Urban,10941.36,Tertiary,Yes,6,0
18,Female,Free State,Rural,8247.63,Secondary,No,2,0
18,Female,North West,Rural,,,,5,0
12,Male,Gauteng,Urban,9156.09,Tertiary,No,8,1
16,Male,Western Cape,Urban,5478.87,Secondary,Yes,2,0
17,Male,Eastern Cape,Urban,967.78,Secondary,No,2,1
17,Male,Eastern Cape,Urban,3123.26,Tertiary,Yes,7,0
14,Male,Limpopo,Urban,7583.05,Secondary,Yes,4,0
19,Female,Western Cape,Rural,4852.77,Primary,Yes,2,0
18,Female,Western Cape,Rural,4862.02,Secondary,Yes,11,0
12,Male,Gauteng,Urban,15197.0,Secondary,Yes,6,0
14,Male,North West,Urban,,,,11,0
15,Male,Gauteng,Rural,6991.7,Secondary,Yes,2,0
13,Male,KwaZulu-Natal,Urban,10688.14,Tertiary,Yes,10,0
19,Female,Eastern Cape,Urban,6318.93,Tertiary,Yes,2,0
19,Male,Eastern Cape,Urban,8442.89,Tertiary,Yes,7,0
19,Male,Limpopo,Urban,9766.51,Tertiary,Yes,1,0
17,Male,KwaZulu-Natal,Urban,6329.58,Tertiary,Yes,7,0
15,Male,Eastern Cape,Rural,5259.0,None,Yes,10,0
19,Female,Gauteng,Urban,1000000.0,Primary,Yes,5,0
15,Male,KwaZulu-Natal,Urban,10456.45,Secondary,Yes,1,0
16,Male,Gauteng,Rural,0.0,Tertiary,Yes,6,0
19,Female,Eastern Cape,Urban,5327.46,Secondary,Yes,7,0
13,Female,Eastern Cape,Rural,4874.91,Secondary,Yes,1,0
15,Female,North West,Rural,5515.45,Primary,Yes,9,0
15,Male,Free State,Urban,,,,7,1
13,Male,Free State,Rural,8076.82,Secondary,Yes,1,1
19,Female,Limpopo,Urban,2441.48,Primary,Yes,3,0
13,Female,Gauteng,Rural,6467.14,Primary,Yes,5,0
15,Female,Gauteng,Urban,10166.95,Primary,Yes,4,0
13,Female,Mpumalanga,Rural,7121.42,Primary,Yes,2,0
15,Female,KwaZulu-Natal,Rural,,,,1,0
15,Female,Northern Cape,Urban,9324.88,Primary,No,2,1
16,Male,Free State,Urban,14472.77,Secondary,No,4,1
12,Male,Eastern Cape,Rural,9845.7,None,Yes,11,0
15,Male,Limpopo,Rural,13203.77,Tertiary,Yes,4,0
19,Female,Northern Cape,Urban,5689.54,Primary,Yes,9,0
14,Female,Western Cape,Rural,7966.55,Secondary,Yes,8,0
17,Female,Limpopo,Urban,7885.79,Secondary,No,4,1
18,Female,Western Cape,Urban,8474.72,Primary,Yes,5,0
12,Female,Western Cape,Urban,9762.08,Tertiary,Yes,1,0
12,Female,Western Cape,Urban,4324.12,Secondary,Yes,9,0
12,Male,North West,Rural,10589.33,Secondary,Yes,2,0
16,Male,North West,Urban,1488.46,Primary,No,8,1
15,Female,North West,Rural,2656.97,Tertiary,Yes,10,0
16,Male,Northern Cape,Urban,16542.5,Secondary,Yes,5,0
15,Female,Limpopo,Urban,5959.52,Primary,Yes,10,0
19,Male,Limpopo,Urban,10918.08,Primary,Yes,8,0
16,Female,Eastern Cape,Urban,14793.16,Tertiary,Yes,11,0
16,Female,North West,Urban,0.0,Secondary,Yes,3,0
17,Male,Eastern Cape,Urban,12504.98,Secondary,Yes,6,0
14,Male,KwaZulu-Natal,Urban,10595.77,Secondary,No,3,1
16,Female,Eastern Cape,Urban,14561.59,Secondary,Yes,10,0
17,Female,Northern Cape,Urban,3273.91,Primary,Yes,3,0
13,Male,Free State,Urban,13805.02,Primary,Yes,7,0
14,Male,Western Cape,Rural,5042.34,Secondary,Yes,11,0
19,Female,North West,Rural,12219.11,Tertiary,Yes,4,0
16,Male,Free State,Urban,7855.92,Primary,No,4,1
18,Female,Eastern Cape,Urban,11083.08,Secondary,Yes,9,0
12,Female,Western Cape,Urban,8195.48,Secondary,Yes,6,0
13,Female,Limpopo,Rural,642.39,Secondary,Yes,10,0
13,Female,Gauteng,Urban,0.0,Tertiary,Yes,4,0
19,Male,Western Cape,Urban,8839.66,Secondary,No,9,0
17,Male,Northern Cape,Urban,6945.06,None,Yes,9,0
13,Male,Northern Cape,Urban,9592.88,Tertiary,No,5,1
14,Male,Eastern Cape,Urban,6991.39,Secondary,No,1,1
16,Male,KwaZulu-Natal,Rural,16072.31,Tertiary,Yes,2,0
16,Male,Northern Cape,Urban,8922.15,Secondary,Yes,6,0
18,Male,Northern Cape,Rural,6212.21,Tertiary,No,4,0
19,Female,Eastern Cape,Urban,9349.45,Primary,Yes,8,0
12,Male,Western Cape,Urban,6285.3,Primary,Yes,5,0
17,Male,KwaZulu-Natal,Rural,8371.72,Tertiary,Yes,1,0
12,Female,Free State,Urban,3130.08,Primary,Yes,8,0
13,Male,Gauteng,Rural,7965.66,None,Yes,9,0
19,Male,North West,Urban,,,,1,0
18,Female,Limpopo,Urban,3509.05,Tertiary,Yes,8,0
12,Male,Northern Cape,Rural,15902.94,Primary,No,2,1
14,Male,Eastern Cape,Urban,3665.06,Tertiary,Yes,2,0
16,Male,North West,Rural,8027.86,Secondary,Yes,4,0
13,Female,Limpopo,Urban,-5000.0,,,2,0
18,Male,Limpopo,Rural,9188.16,Tertiary,Yes,2,0
12,Male,Free State,Urban,2902.46,Secondary,Yes,10,0
17,Female,Free State,Urban,11361.43,Primary,Yes,3,0
14,Male,Free State,Rural,16144.62,Primary,Yes,8,0
14,Female,Mpumalanga,Rural,4641.84,Secondary,Yes,4,0
12,Female,Mpumalanga,Rural,12867.88,Secondary,Yes,7,0
16,Male,Limpopo,Rural,6472.48,Tertiary,Yes,7,1
12,Female,Free State,Rural,14023.16,Secondary,Yes,3,0
13,Female,Northern Cape,Urban,16754.0,Secondary,No,3,1
12,Male,North West,Urban,7065.18,Secondary,No,2,1
14,Female,North West,Urban,-5000.0,Primary,Yes,3,0
18,Female,Mpumalanga,Urban,11792.34,None,Yes,2,0
12,Male,Limpopo,Urban,,,,6,0
16,Male,Eastern Cape,Urban,10007.16,None,No,9,1
19,Male,Western Cape,Urban,6640.62,Primary,Yes,1,0
18,Female,Western Cape,Rural,4462.03,Secondary,Yes,7,0
17,Male,Mpumalanga,Urban,12641.39,Secondary,Yes,4,0
15,Female,Eastern Cape,Urban,9279.16,Tertiary,Yes,11,0
12,Female,Mpumalanga,Urban,2225.77,Primary,Yes,3,0
16,Female,Western Cape,Rural,10747.5,None,Yes,8,0
18,Female,Eastern Cape,Rural,9944.67,Primary,Yes,2,0
16,Female,Free State,Rural,6698.8,Secondary,Yes,9,0
17,Female,Limpopo,Urban,14479.25,Primary,Yes,8,0
14,Female,North West,Urban,5527.31,Secondary,Yes,8,0
16,Male,KwaZulu-Natal,Urban,7324.05,Tertiary,Yes,3,0
18,Male,Limpopo,Urban,11074.59,Tertiary,Yes,4,0
16,Female,Free State,Urban,8307.05,Primary,Yes,2,0
16,Female,Western Cape,Urban,2462.31,Secondary,No,5,1
16,Male,Free State,Urban,8735.2,Secondary,Yes,4,0
13,Female,Mpumalanga,Rural,6342.44,Tertiary,Yes,6,0
13,Male,Eastern Cape,Rural,11427.98,Tertiary,Yes,5,0
14,Male,North West,Urban,8604.87,Primary,Yes,1,0
12,Male,Northern Cape,Urban,8378.03,Secondary,Yes,10,0
16,Female,Mpumalanga,Urban,3807.0,Primary,Yes,1,0
17,Female,Limpopo,Urban,7079.9,None,Yes,6,0
12,Male,Mpumalanga,Rural,11880.4,None,Yes,3,0
17,Male,Limpopo,Urban,,,,3,0
12,Male,Northern Cape,Rural,7869.8,Secondary,Yes,7,0
14,Male,Gauteng,Urban,,,,1,0
16,Male,North West,Rural,3264.63,Secondary,Yes,1,0
16,Female,KwaZulu-Natal,Urban,7660.56,Primary,Yes,10,0
15,Male,Free State,Rural,,,,6,1
17,Female,Gauteng,Urban,15975.45,Primary,Yes,8,0
12,Male,Mpumalanga,Rural,6178.16,Primary,Yes,1,0
12,Female,Free State,Urban,7799.32,Secondary,Yes,10,0
19,Female,Gauteng,Urban,2999.71,Primary,Yes,4,0
19,Female,Eastern Cape,Rural,10448.96,Secondary,Yes,9,0
13,Female,Eastern Cape,Rural,,,,4,0
15,Female,Free State,Rural,13953.58,Secondary,Yes,10,0
18,Female,Limpopo,Rural,12446.49,Primary,Yes,8,0
19,Male,Limpopo,Rural,9405.63,Secondary,Yes,7,0
18,Female,Mpumalanga,Urban,6119.71,Secondary,Yes,3,0
13,Male,Gauteng,Urban,8818.67,Primary,Yes,7,0
13,Female,Gauteng,Urban,7555.95,Secondary,Yes,7,0
13,Female,Free State,Rural,11813.59,None,Yes,10,0
17,Male,Western Cape,Urban,11304.93,Secondary,No,4,1
17,Female,Eastern Cape,Urban,6814.34,Primary,Yes,2,0
14,Male,Gauteng,Urban,2152.02,Secondary,Yes,9,0
14,Male,Free State,Rural,13333.55,Secondary,Yes,1,0
13,Male,Northern Cape,Urban,10327.5,Tertiary,Yes,7,0
15,Male,KwaZulu-Natal,Urban,6722.04,Secondary,Yes,4,0
12,Female,Northern Cape,Urban,,,,9,1
17,Female,North West,Urban,8299.45,Secondary,Yes,2,0
15,Male,Mpumalanga,Urban,13274.47,Tertiary,Yes,8,0
16,Female,Gauteng,Rural,280.88,Secondary,Yes,7,0
17,Female,North West,Rural,,,,7,0
17,Male,North West,Rural,14396.22,Tertiary,Yes,5,0
14,Female,Free State,Urban,10252.79,Secondary,Yes,10,0
12,Male,Gauteng,Rural,15090.43,Tertiary,Yes,8,0
12,Male,KwaZulu-Natal,Urban,3112.77,Tertiary,Yes,2,0
19,Female,Free State,Urban,12288.79,Primary,Yes,2,0
18,Female,Free State,Rural,12048.9,Secondary,No,9,0
18,Female,Mpumalanga,Urban,1273.09,Primary,Yes,1,0
18,Male,Mpumalanga,Urban,6817.99,Primary,Yes,6,0
18,Male,Eastern Cape,Rural,7573.88,Primary,Yes,4,0
16,Female,Eastern Cape,Urban,1521.78,Secondary,Yes,6,0
16,Female,Limpopo,Rural,,,,1,1
17,Female,Western Cape,Urban,11492.73,None,No,6,1
13,Female,Gauteng,Rural,6436.31,Secondary,Yes,11,0
14,Male,Gauteng,Urban,8968.53,Primary,Yes,8,0
14,Female,North West,Urban,8997.48,Primary,Yes,7,0
18,Male,Gauteng,Rural,7951.43,Primary,Yes,1,0
17,Male,Gauteng,Urban,5179.27,Primary,Yes,6,1
19,Female,Western Cape,Urban,10635.26,Secondary,Yes,7,0
15,Female,Eastern Cape,Urban,1651.86,None,Yes,11,0
13,Female,Eastern Cape,Urban,8034.35,Tertiary,No,4,1
17,Male,KwaZulu-Natal,Urban,13541.95,Secondary,Yes,2,0
13,Female,Gauteng,Urban,6210.51,Primary,Yes,10,0
13,Female,Western Cape,Rural,5090.72,Primary,No,7,1
13,Male,Eastern Cape,Urban,10902.06,Secondary,Yes,7,0
5,Female,Western Cape,Urban,8653.73,Secondary,Yes,1,0
18,Male,Northern Cape,Urban,10981.79,Primary,Yes,8,0
14,Female,Gauteng,Urban,8153.99,Primary,Yes,3,0
14,Male,KwaZulu-Natal,Rural,0.0,Tertiary,No,6,1
18,Female,North West,Urban,12719.65,Primary,Yes,5,0
13,Female,Eastern Cape,Rural,16280.11,Primary,Yes,1,0
15,Male,Northern Cape,Urban,13136.16,Tertiary,Yes,6,0
5,Male,Western Cape,Rural,0.0,Secondary,No,8,1
17,Female,Mpumalanga,Urban,9804.35,Primary,No,1,1
12,Male,Free State,Rural,6133.02,Secondary,Yes,2,0
19,Male,Gauteng,Urban,3663.02,None,Yes,11,0
18,Male,Gauteng,Urban,8490.93,Secondary,Yes,10,0
15,Male,Northern Cape,Urban,7404.21,Secondary,Yes,6,0
17,Female,Western Cape,Urban,10034.63,Tertiary,Yes,8,0
18,Female,Limpopo,Rural,8226.32,Tertiary,Yes,6,0
13,Male,Gauteng,Urban,3516.75,Tertiary,Yes,4,0
14,Male,Limpopo,Urban,5693.59,Tertiary,Yes,4,0
12,Male,Mpumalanga,Rural,5048.17,Secondary,Yes,9,0
16,Male,Northern Cape,Urban,-5000.0,Primary,No,8,1
16,Female,Western Cape,Rural,2513.42,Secondary,Yes,8,0
15,Female,Western Cape,Rural,7155.73,Secondary,Yes,8,0
13,Male,Free State,Urban,13695.02,Tertiary,No,2,1
19,Male,Eastern Cape,Rural,5857.77,Primary,Yes,3,0
12,Male,Eastern Cape,Urban,4970.28,Tertiary,Yes,10,1
13,Female,North West,Urban,3274.85,Tertiary,Yes,1,0
12,Male,KwaZulu-Natal,Urban,-5000.0,Tertiary,Yes,5,0
15,Female,Northern Cape,Urban,12717.04,Tertiary,Yes,10,0
15,Male,Mpumalanga,Rural,16010.73,Primary,Yes,10,0
19,Female,Western Cape,Rural,9141.6,Primary,Yes,2,0
16,Male,Free State,Urban,8559.97,Primary,Yes,10,0
13,Female,Limpopo,Urban,5826.11,Primary,Yes,2,0
17,Male,Northern Cape,Rural,6493.73,Secondary,Yes,7,0
16,Male,North West,Urban,10516.7,Tertiary,Yes,11,0
13,Male,Northern Cape,Urban,6740.5,Tertiary,Yes,3,0
16,Female,North West,Urban,7350.87,Secondary,Yes,8,0
17,Male,Western Cape,Rural,7898.61,None,Yes,9,0
14,Female,KwaZulu-Natal,Urban,5636.69,Primary,Yes,8,0
14,Female,North West,Rural,7700.08,None,Yes,6,0
19,Male,Western Cape,Rural,0.0,Primary,Yes,5,0
14,Male,Western Cape,Urban,10195.34,Secondary,No,2,1
14,Male,KwaZulu-Natal,Urban,17407.09,None,Yes,3,0
18,Female,Eastern Cape,Rural,5791.83,Primary,Yes,7,0
12,Male,Northern Cape,Urban,9495.35,Primary,Yes,5,0
18,Female,Gauteng,Rural,11406.31,Secondary,Yes,6,0
18,Female,Gauteng,Rural,13120.86,Secondary,Yes,6,0
19,Male,Limpopo,Rural,6942.71,Secondary,Yes,9,0
18,Male,Limpopo,Rural,786.73,Secondary,Yes,1,0
14,Male,Gauteng,Rural,,,,8,0
17,Male,Mpumalanga,Rural,8514.51,Primary,No,8,1
19,Male,Gauteng,Urban,6617.33,Secondary,Yes,5,0
19,Male,Limpopo,Urban,,,,4,0
15,Female,Free State,Urban,8574.72,Secondary,Yes,6,0
19,Female,Limpopo,Rural,9447.05,Tertiary,Yes,1,0
15,Female,Mpumalanga,Urban,9279.24,Primary,Yes,3,0
19,Male,Northern Cape,Rural,7129.26,Secondary,Yes,6,0
12,Female,Gauteng,Urban,9537.12,None,No,6,1
14,Female,KwaZulu-Natal,Rural,6859.88,Secondary,Yes,11,0
19,Female,Free State,Urban,10568.1,Primary,Yes,9,0
14,Female,Western Cape,Rural,5490.23,Primary,Yes,6,0
14,Female,Mpumalanga,Urban,8292.23,Secondary,Yes,6,0
16,Male,Limpopo,Urban,1505.05,Secondary,Yes,1,0
19,Male,KwaZulu-Natal,Urban,,,,5,0
5,Female,North West,Rural,10269.95,Secondary,Yes,4,0
16,Female,Eastern Cape,Urban,3865.06,Secondary,Yes,2,0
13,Female,Gauteng,Urban,6719.6,Primary,Yes,1,0
14,Male,Eastern Cape,Rural,0.0,Secondary,Yes,3,0
14,Male,Mpumalanga,Rural,2527.7,Secondary,Yes,3,0
16,Female,North West,Rural,3574.1,Secondary,Yes,5,0
16,Male,North West,Urban,8407.0,Primary,No,1,1
13,Male,North West,Urban,9333.64,Primary,Yes,7,0
15,Female,Western Cape,Rural,7775.78,Secondary,Yes,1,0
13,Male,Mpumalanga,Urban,6469.63,Tertiary,Yes,4,0
16,Male,Northern Cape,Rural,6483.59,Secondary,Yes,6,0
17,Female,Eastern Cape,Urban,-5000.0,None,Yes,1,0
16,Male,Northern Cape,Urban,8851.28,Secondary,Yes,7,0
17,Male,KwaZulu-Natal,Urban,6664.22,Tertiary,Yes,10,0
12,Female,Free State,Urban,13173.2,None,Yes,7,0
16,Male,Free State,Urban,15799.9,Tertiary,Yes,3,0
12,Male,Northern Cape,Urban,3017.03,Tertiary,Yes,4,0
15,Female,Gauteng,Rural,10090.04,None,No,2,1
13,Female,KwaZulu-Natal,Urban,20359.56,Tertiary,Yes,11,0
17,Female,Mpumalanga,Rural,9120.82,Primary,No,7,1
13,Male,Limpopo,Rural,8461.77,Tertiary,Yes,4,0
12,Female,Free State,Urban,7777.06,Secondary,Yes,10,0
17,Male,Limpopo,Urban,9960.73,Secondary,No,7,1
13,Female,KwaZulu-Natal,Rural,11019.6,Secondary,No,8,1
16,Male,Eastern Cape,Rural,3020.93,Secondary,Yes,9,0
14,Female,Free State,Rural,7894.07,None,Yes,9,0
12,Female,Gauteng,Rural,0.0,Secondary,Yes,10,0
13,Female,Gauteng,Rural,7162.73,Primary,Yes,6,0
12,Female,North West,Urban,4389.25,Primary,Yes,2,0
18,Male,Western Cape,Urban,,,,2,0
12,Female,KwaZulu-Natal,Rural,1374.48,Secondary,Yes,11,1
17,Female,Free State,Urban,5950.73,Primary,Yes,4,0
18,Male,Western Cape,Rural,11866.18,Primary,Yes,9,0
19,Female,KwaZulu-Natal,Urban,5294.67,Primary,Yes,3,0
17,Male,Northern Cape,Urban,380.26,None,No,1,1
14,Female,Mpumalanga,Rural,9030.13,Secondary,Yes,2,0
18,Female,Mpumalanga,Urban,5653.88,Tertiary,No,9,0
19,Female,North West,Urban,7256.46,Primary,Yes,5,0
16,Male,North West,Urban,5080.52,Tertiary,Yes,8,0
12,Female,Mpumalanga,Rural,,,,10,0
13,Female,Eastern Cape,Urban,1767.71,Secondary,Yes,10,0
15,Female,Free State,Rural,19333.98,Secondary,Yes,2,0
12,Male,Mpumalanga,Urban,-5000.0,Tertiary,Yes,10,0
19,Male,Eastern Cape,Rural,8733.79,Primary,No,7,0
12,Female,Western Cape,Rural,5700.81,Secondary,Yes,8,0
14,Male,Eastern Cape,Urban,5533.47,Secondary,Yes,3,0
16,Female,Western Cape,Urban,4860.68,Secondary,Yes,1,0
15,Female,KwaZulu-Natal,Urban,10405.03,Tertiary,Yes,4,0
18,Female,Limpopo,Rural,2356.8,None,Yes,8,0
18,Female,KwaZulu-Natal,Urban,9456.43,Secondary,No,3,0
18,Female,Mpumalanga,Rural,,,,10,0
19,Female,Western Cape,Urban,9094.12,Primary,Yes,2,0
17,Female,Mpumalanga,Urban,11396.57,Primary,Yes,7,0
17,Male,Free State,Urban,2901.92,Secondary,Yes,4,0
13,Male,Gauteng,Urban,10714.97,Tertiary,Yes,6,0
15,Male,Mpumalanga,Urban,8205.54,Secondary,Yes,5,0
18,Male,Free State,Rural,14393.71,Tertiary,Yes,2,0
17,Male,Eastern Cape,Rural,4579.17,Secondary,Yes,10,0
19,Male,KwaZulu-Natal,Urban,19263.94,Primary,Yes,2,0
13,Male,Eastern Cape,Rural,0.0,None,Yes,9,0
16,Female,Gauteng,Rural,6681.98,None,Yes,11,0
13,Female,Western Cape,Rural,1205.72,Primary,Yes,10,0
17,Female,Free State,Urban,15404.22,Primary,Yes,2,0
14,Female,Limpopo,Urban,6953.2,Secondary,Yes,8,0
19,Male,Mpumalanga,Urban,7313.26,Secondary,No,5,0
14,Male,Western Cape,Rural,9772.95,None,Yes,1,0
18,Female,Limpopo,Urban,7980.78,Primary,Yes,1,0
14,Female,Northern Cape,Urban,5624.95,Primary,Yes,4,0
18,Male,Mpumalanga,Urban,2973.41,Secondary,Yes,2,0
18,Female,Eastern Cape,Urban,8674.05,Primary,No,2,0
17,Female,KwaZulu-Natal,Rural,9515.33,Primary,Yes,9,0
14,Female,Free State,Urban,10781.51,Tertiary,Yes,3,0
18,Female,Gauteng,Urban,15650.91,Tertiary,Yes,1,0
15,Male,Gauteng,Rural,0.0,Primary,Yes,2,0
16,Female,Eastern Cape,Rural,7729.13,Secondary,Yes,8,0
13,Female,North West,Rural,12766.95,Primary,Yes,5,0
13,Male,Gauteng,Rural,7501.91,Secondary,Yes,11,0
17,Male,Free State,Rural,0.0,Secondary,Yes,7,0
14,Female,Eastern Cape,Urban,2835.84,Primary,No,8,1
14,Male,Western Cape,Urban,,,,1,0
18,Female,Gauteng,Rural,9168.79,Primary,Yes,6,0
19,Female,Eastern Cape,Rural,10690.08,Primary,No,5,0
12,Male,Free State,Rural,4875.96,Primary,Yes,7,0
18,Female,Mpumalanga,Urban,9039.53,Secondary,Yes,4,0
16,Female,Mpumalanga,Urban,4216.55,Primary,Yes,8,0
15,Female,Gauteng,Urban,9039.83,Primary,Yes,8,0
13,Female,KwaZulu-Natal,Urban,8212.85,Primary,Yes,7,0
18,Male,Mpumalanga,Urban,4716.56,None,Yes,11,0
12,Male,KwaZulu-Natal,Rural,14232.73,Secondary,Yes,2,0
12,Female,Western Cape,Urban,1177.46,Primary,No,9,1
18,Male,Eastern Cape,Urban,7433.52,None,Yes,6,0
17,Female,Limpopo,Urban,4628.38,Secondary,Yes,7,0
13,Female,Free State,Rural,15336.81,Secondary,Yes,6,0
17,Female,Eastern Cape,Urban,10393.59,Tertiary,Yes,2,0
15,Female,Free State,Urban,5402.76,Secondary,Yes,8,0
12,Female,Western Cape,Urban,,,,4,0
12,Male,Northern Cape,Urban,,,,9,0
16,Female,Gauteng,Rural,4214.9,Secondary,No,5,1
15,Male,Free State,Rural,,,,3,0
12,Male,Free State,Urban,9164.03,Tertiary,Yes,3,0
15,Female,KwaZulu-Natal,Urban,9254.56,Primary,No,3,1
13,Female,Eastern Cape,Rural,10664.14,Tertiary,Yes,2,0
14,Female,Northern Cape,Urban,10690.5,Tertiary,Yes,9,0
12,Female,North West,Urban,15082.82,Secondary,Yes,4,0
16,Female,Gauteng,Urban,1127.45,Tertiary,Yes,6,0
13,Male,Limpopo,Rural,3188.79,Secondary,No,1,1
5,Female,North West,Urban,10648.81,Primary,Yes,3,0
